rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10007415-amazing_grace,Moira MacDonald,TRUE,Seattle Times,Fresh,2.5/4,9/22/2007,"A good -- and important -- story, not always well told."
m/10007415-amazing_grace,Eric D. Snider,FALSE,EricDSnider.com,Fresh,B,9/22/2007,"As a period piece, it's remarkably detailed, smartly written, and likably acted."
m/10007415-amazing_grace,Brandon Fibbs,FALSE,BrandonFibbs.com,Fresh,10-Jul,2/28/2008,Who'd have thought that the most compelling and thoughtful film to be presented during Black History Month would be a formal British import set in 18th century England with men running around in wigs?
m/10007415-amazing_grace,Kevin Carr,FALSE,7M Pictures,Rotten,5-Feb,3/12/2008,"There's a lot of good intentions behind Amazing Grace, but the movie's a bore, swirling into the minutia of antiquated British law."
m/10007415-amazing_grace,Jim Lane,FALSE,Sacramento News & Review,Fresh,5-Apr,8/7/2008,
m/10007415-amazing_grace,Heather Huntington,FALSE,ReelzChannel.com,Rotten,10-May,8/21/2008,"I'm not sure what was a bigger problem for me, though--that the story jumped around so much, or that the tone did, too."
m/10007415-amazing_grace,Matthew Pejkovic,FALSE,Matt's Movie Reviews,Rotten,2.5/5,7/6/2010,"Amazing Grace proves to be an invaluable history lesson, but a rather boring film."
m/10007415-amazing_grace,Cynthia Fuchs,FALSE,Common Sense Media,Fresh,5-Mar,12/15/2010,Earnest drama about fervent English abolitionist.
m/10007415-amazing_grace,Nell Minow,FALSE,Movie Mom,Fresh,B+,2/14/2012,
m/10007415-amazing_grace,Adam Hochschild,FALSE,The New York Review of Books,Rotten,,8/23/2018,"In a year that offers the occasion for a deeper and richer look at British slavery and abolition, it is a pity that artists of the caliber of Michael Apted and Steven Knight lent their talents to a tamely traditional and misleading film."
m/10007415-amazing_grace,Kaleem Aftab,FALSE,The List,Rotten,5-Feb,11/3/2018,"Alas, the subject matter is far more interesting than the execution... It's a film bogged down with staid dialogue that reeks of horse manure."
m/10007415-amazing_grace,Joanne Laurier,FALSE,World Socialist Web Site,Rotten,,9/2/2020,"Amazing Grace fails to explain the different social interests lined up against slavery, for many of whom, manufacturers and others, the question was hardly a moral one."
m/10007538-silence,Megan Lehmann,TRUE,Hollywood Reporter,Fresh,,9/13/2006,Eloquent direction lifts this beyond a genre whodunit.
m/10007538-silence,Jon Popick,FALSE,Planet S Magazine,Rotten,,9/14/2006,"Nice, but nothing remarkable."
m/10007538-silence,,TRUE,Globe and Mail,Fresh,4-Mar,9/23/2006,"Stylish, sexy and deeply emotionally resonant."
m/10007538-silence,Leslie Felperin,TRUE,Variety,Rotten,,9/25/2006,"Given that underwhelming police thriller The Silence is technically a made-for-TV movie, it might not be counted against helmer Cate Shortland as yet another example of the dreaded disappointing sophomore follow-up."
m/10007538-silence,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,1/15/2010,...an egregiously slow-paced piece of work that works neither as a character study nor as a police procedural...
m/10007538-silence,Robin Oliver,TRUE,Sydney Morning Herald,Fresh,,2/28/2018,"If it's scruff we're after, then production designer Melinda Doring obliges with compellingly old-fashioned interiors, occupied by gnarled narks and retirees."
m/10007598-cocaine_cowboys,Jules Brenner,FALSE,Cinema Signals,Fresh,5-May,10/6/2006,Informative documentary filmmaking that belongs as much on library shelves and agency case files as in your local theatre.
m/10007598-cocaine_cowboys,Nick Schager,FALSE,Slant Magazine,Fresh,4-Mar,10/13/2006,"Cocaine Cowboys' in-the-moment kicks are, after the lights come up, apt to leave one with something of an ashamed and remorseful hangover."
m/10007598-cocaine_cowboys,Logan Hill,TRUE,New York Magazine/Vulture,Fresh,,10/23/2006,"Sure, the bombast is extreme, and, yes, it spends more time on tall tales than impact reports, but this vigorous, energetic doc captures the allure of a business that has never thrived on subtlety."
m/10007598-cocaine_cowboys,Luke Y. Thompson,TRUE,Village Voice,Fresh,,10/24/2006,"The story is fascinating, if a little overlong, and makes you want to see a high-profile, big-name Griselda Blanco movie happen, like, tomorrow."
m/10007598-cocaine_cowboys,Ronnie Scheib,TRUE,Variety,Fresh,,10/24/2006,"A rogues gallery of flamboyant gangsters paint an anecdote-rich portrait of the drug trade, while a steady stream of cops, coroners and crime reporters furnish social commentary."
m/10007598-cocaine_cowboys,Andrew O'Hehir,TRUE,Salon.com,Fresh,,10/25/2006,"An exhaustive, exciting and ultimately exhausting history."
m/10007598-cocaine_cowboys,Owen Gleiberman,TRUE,Entertainment Weekly,Fresh,B-,10/25/2006,"Set during the cocaine wars of the late '70s and early '80s, this documentary is out to reveal how Miami vice really worked."
m/10007598-cocaine_cowboys,Chris Barsanti,FALSE,Filmcritic.com,Rotten,1.5/5,10/26/2006,"What was needed was the Frontline approach; what is provided, sadly, is Brian de Palma Lite."
m/10007598-cocaine_cowboys,Ron Wilkinson,FALSE,Monsters and Critics,Fresh,10-Jul,10/26/2006,"A slick look at the cocaine trade of the 70s/80s that made Miami the home of more homicides per capita, and more banks per square mile, than any other city in America."
m/10007598-cocaine_cowboys,Dan Hudak,FALSE,South Florida Sun-Sentinel,Fresh,3.5/4,10/26/2006,"An exhilarating documentary that details the chaos, glamour and greed of the drug industry in Miami during the 1970s and '80s."
m/10007598-cocaine_cowboys,Maitland McDonagh,FALSE,TV Guide,Fresh,4-Mar,10/27/2006,"Cocaine cash financed Miami's renaissance, but the film never downplays the human cost at which that urban renewal was purchased."
m/10007598-cocaine_cowboys,Timothy Knight,FALSE,Reel.com,Fresh,4-Mar,10/27/2006,"While it's a bit haphazardly organized and offers only a cursory analysis of the drug war's impact on the city, Billy Corben's second documentary is ultimately as compelling as any pulp yarn."
m/10007598-cocaine_cowboys,Kyle Smith,TRUE,New York Post,Rotten,4-Jan,10/27/2006,"Parts of Cocaine Cowboys manage the impossible -- making cocaine boring. But the film doesn't shy away from presenting horrific images: We see blood-streaked walls, bullet-perforated bodies and Katie Couric's haircut circa 1981."
m/10007598-cocaine_cowboys,Jack Mathews,TRUE,New York Daily News,Fresh,3.5/4,10/27/2006,"If The Godfather movies were based on real gangsters and some of them were still around to talk about the good old days, they might be as fascinating as the characters in Billy Corben's documentary about the cocaine import business in 1970s Miami."
m/10007598-cocaine_cowboys,Rene Rodriguez,TRUE,Miami Herald,Fresh,4-Mar,10/27/2006,"An exercise in blood-soaked nostalgia, a look back at an era (the late 1970s and early 1980s) when Miami was a bad and dangerous place to live."
m/10007598-cocaine_cowboys,Kurt Loder,FALSE,MTV,Fresh,,10/27/2006,Bullets fly and dead bodies drop like whacked weeds in this startling documentary about the bad old days of the Miami drug trade.
m/10007598-cocaine_cowboys,Donald J. Levit,FALSE,ReelTalk Movie Reviews,Rotten,,10/28/2006,One worrisome aspect here is the absence of any condemnation of self or substance on the part of the three principal participant-interviewees.
m/10007598-cocaine_cowboys,Noel Murray,TRUE,AV Club,Fresh,B+,10/28/2006,"Cocaine Cowboys is kinetic and absorbing, the documentary equivalent of GoodFellas."
m/10007598-cocaine_cowboys,Mark Keizer,FALSE,Boxoffice Magazine,Fresh,5-Mar,10/29/2006,Fans of Scarface and even Goodfellas will definitely get their thrills.
m/10007598-cocaine_cowboys,Michael Rechtshaffen,TRUE,Hollywood Reporter,Fresh,,10/30/2006,As sensational as Scarface and a lot livelier than that Miami Vice movie.
m/10007598-cocaine_cowboys,Jeannette Catsoulis,TRUE,New York Times,Rotten,5-Feb,10/30/2006,A hyperventilating account of the blood-drenched Miami drug culture in the 1970s and 80s.
m/10007598-cocaine_cowboys,Stephen Whitty,TRUE,Newark Star-Ledger,Rotten,4-Feb,10/31/2006,The only thing more boring than listening to someone on drugs may be listening to someone brag about how many drugs he used to sell.
m/10007598-cocaine_cowboys,KJ Doughton,FALSE,Film Threat,Fresh,4.5/5,10/31/2006,"Cocaine Cowboys is gleefully manipulative -- which is meant as a compliment. Edited for maximum impact, it packs the furious momentum and dramatic punch of a riveting feature film."
m/10007598-cocaine_cowboys,Kenneth Turan,TRUE,Los Angeles Times,Rotten,5-Feb,11/2/2006,"While the filmmakers clearly got a contact high from hearing all these war stories, most civilians will find a little of this goes a long way."
m/10007598-cocaine_cowboys,Stax,FALSE,IGN Movies,Fresh,5-Apr,11/2/2006,"Through its use of archival news footage and contemporary interviews, Cocaine Cowboys proves to be an intoxicating exploration of Miami, the '80s cocaine trade and those who saw it all happen."
m/10007598-cocaine_cowboys,Tim Grierson,FALSE,L.A. Weekly,Fresh,,11/2/2006,"Cocaine Cowboys' pulpy entertainment value merely lures us into a grim, kaleidoscopic look at how one city was both destroyed and, ironically, eventually saved by some of the worst human beings to walk the Earth."
m/10007598-cocaine_cowboys,Bob Strauss,FALSE,Los Angeles Daily News,Fresh,4-Mar,11/3/2006,It's a remarkable immersion in a world turned morally inside out.
m/10007598-cocaine_cowboys,Sara Brady,FALSE,Premiere Magazine,Rotten,4-Feb,11/3/2006,"Aiming for encyclopedic coverage of the drug epidemic and its effect on the city, Corben packs much too much into one movie."
m/10007598-cocaine_cowboys,Stephen Hunter,TRUE,Washington Post,Fresh,,11/9/2006,"At half the length it would have been twice as good, but nevertheless it stokes a nostalgia some may have for a magic period in Miami history when it was ever so briefly the American Casablanca."
m/10007598-cocaine_cowboys,Jessica Reaves,TRUE,Chicago Tribune,Rotten,4-Feb,11/9/2006,"After beginning at a healthy clip, the film becomes mired in endless remembrances of debaucheries past and Miami's descent into lawlessness."
m/10007598-cocaine_cowboys,G. Allen Johnson,TRUE,San Francisco Chronicle,Fresh,4-Feb,11/10/2006,"This is an ugly film, but with an undeniable allure."
m/10007598-cocaine_cowboys,David Elliott,FALSE,San Diego Union-Tribune,Rotten,4-Feb,11/10/2006,"It's watchable, but like gorging on every rotten issue of the old Confidential magazine."
m/10007598-cocaine_cowboys,Bruce Westbrook,TRUE,Houston Chronicle,Fresh,3.5/4,11/10/2006,Forget Scarface and Miami Vice. Cocaine Cowboys is the real deal -- a down-and-dirty look at the high living and illegal drugs that dominated south Florida in the 1980s.
m/10007598-cocaine_cowboys,Bill Stamets,TRUE,Chicago Sun-Times,Rotten,4-Feb,11/10/2006,This documentary on Miami's lethal '80s cocaine scene is cut fast.
m/10007598-cocaine_cowboys,Marrit Ingman,FALSE,Austin Chronicle,Rotten,2.5/5,11/18/2006,
m/10007598-cocaine_cowboys,Terry Lawson,TRUE,Detroit Free Press,Rotten,4-Feb,12/1/2006,"The Jan Hammer music on the soundtrack works overtime to assure us that Cocaine Cowboys is the real, nastier version of Miami Vice"
m/10007598-cocaine_cowboys,Jason Ferguson,FALSE,Orlando Weekly,Fresh,5-Mar,12/7/2006,Cocaine Cowboys is a fascinating look at a time when Miami was so flush with cash from cocaine deals that it was completely buffered from a nationwide recession.
m/10007598-cocaine_cowboys,Josh Bell,FALSE,Las Vegas Weekly,Fresh,3.5/5,12/8/2006,"There's so much compelling material here, all of it salacious and dangerous and so enjoyable that you might just feel a little guilty afterward."
m/10007598-cocaine_cowboys,Doris Toumarkine,FALSE,Film Journal International,Fresh,,3/1/2007,Rich in detail and fascinating characters.
m/10007598-cocaine_cowboys,Ross Bennett,FALSE,Empire Magazine,Fresh,5-Mar,11/3/2007,"Fast-paced and fascinating, but a little too frenetic for its own good."
m/10007598-cocaine_cowboys,Dave Calhoun,TRUE,Time Out,Rotten,6-Feb,11/22/2007,"It's the sort of glamour-meets-violence drugs-crime story on which lads' mags thrive: unqualified, over-reverent and hysterical."
m/10007598-cocaine_cowboys,Derek Malcolm,TRUE,London Evening Standard,Rotten,5-Feb,11/23/2007,"Grisly crime scene snaps accompany the story, which makes Miami Vice look like a tea party and Florida like hell on earth."
m/10007598-cocaine_cowboys,James Christopher,TRUE,Times (UK),Fresh,5-Mar,11/23/2007,The haystacks of cash and coke are laughably insane - as is the head-count: thousands of people were gunned to death. This is the only state in the world where Scarface might raise a smile.
m/10007598-cocaine_cowboys,Ned Beauman,FALSE,Film4,Fresh,5-Apr,11/23/2007,"At nearly two hours, Cocaine Cowboys (appropriately) doesn't know when to stop talking, but as a chronicle of a demented epoch, it's both entertaining and just about definitive."
m/10007598-cocaine_cowboys,Emma Morgan,FALSE,Total Film,Fresh,5-Mar,11/23/2007,"Without narration, the doc has scant moral compass, its very title celebrating the machine gun-wielding mercenaries involved."
m/10007598-cocaine_cowboys,Neil Smith,TRUE,BBC.com,Fresh,5-Mar,11/23/2007,Too often the film crosses the line between recording his subjects' illegal activities and aggrandising them.
m/10007598-cocaine_cowboys,Matthew Turner,FALSE,ViewLondon,Fresh,5-Apr,11/24/2007,
m/10007598-cocaine_cowboys,Tricia Olszewski,FALSE,Washington City Paper,Rotten,,3/6/2008,"With a nearly two-hour running time that includes its share of blowhards, repetition, and cheesy attempts to heighten drama, Cocaine Cowboys brings to mind an unfortunate comparison: Miami Vice. The movie."
m/10007598-cocaine_cowboys,Cole Smithey,FALSE,ColeSmithey.com,Fresh,A,4/24/2009,Documentarian Billy Corben's revealing film exposes the methods and players in South Florida's drug trade that literally built the city of Miami that we know today with billions of dollars in blood cash.
m/10007598-cocaine_cowboys,Matt Bochenski,TRUE,Little White Lies,Rotten,,2/6/2018,Ropey graphics and sub-Scarface synth music simply add to the feeling that you're getting a low budget experience.
m/10007598-cocaine_cowboys,Andrew Pulver,TRUE,Guardian,Fresh,5-Mar,2/6/2018,A documentary examining the Miami drug wars of the early 1980s in exhaustive - and occasionally nauseating - detail.
m/10007614-gone,Rich Cline,FALSE,Shadows on the Wall,Rotten,2.5/5,3/8/2007,"In the end, the script lets the film down with its obvious twists, its naggingly illogical narrative and a general pointlessness."
m/10007614-gone,Jamie Russell,FALSE,Total Film,Rotten,5-Feb,3/8/2007,"A final reel of arterial spray splatter empties itself in record time and when Gone finally gets going, it's gone too soon."
m/10007614-gone,Wendy Ide,TRUE,Times (UK),Fresh,,3/8/2007,"You may be able to work out where it's going, but it's an enjoyable ride nonetheless."
m/10007614-gone,Anton Bitel,FALSE,Film4,Rotten,2.5/5,3/8/2007,"You will be kept waiting for the twist that never comes in Ringan Ledwidge's derivative psycho-thriller, whose by-the-numbers plotting is as inevitable as roadkill."
m/10007614-gone,Matthew Leyland,TRUE,BBC.com,Fresh,5-Mar,3/8/2007,If only it had taken the characters' lead and strayed further from the beaten track...
m/10007614-gone,Nigel Floyd,TRUE,Time Out,Fresh,,3/8/2007,Gone but not forgotten.
m/10007614-gone,Alan Morrison,FALSE,Empire Magazine,Fresh,5-Mar,3/8/2007,A potentially menacing first half is let down by a few cliches in the home stretch.
m/10007614-gone,Megan Lehmann,TRUE,Hollywood Reporter,Fresh,,3/13/2007,First-time director Ringan Ledwidge conjures up an effectively creepy mood to accompany three young backpackers on an ill-fated road trip across the Aussie desert.
m/10007614-gone,Garth Franklin,FALSE,Dark Horizons,Rotten,,4/24/2007,"Solid direction and well shot visuals cannot overcome the inherent problems from the mixed performances, thin script, off-putting characterizations, and languished pacing"
m/10007614-gone,Urban Cinefile Critics,FALSE,Urban Cinefile,Fresh,,7/14/2007,"Debut feature for tv commercials director Ringan Ledwidge shows he has an innate sense of cinema, and handles the genre well and the outback looks gritty but great"
m/10007614-gone,David Nusair,FALSE,Reel Film Reviews,Rotten,4-Feb,7/21/2007,...suffers from an egregiously laid-back pace that ultimately negates its few positive attributes...
m/10007614-gone,Jason Bailey,FALSE,DVDTalk.com,Fresh,5-Apr,4/26/2011,
m/10007614-gone,Matthew Turner,FALSE,ViewLondon,Rotten,5-Jan,4/21/2012,
m/10007714-situation,Dave White,FALSE,Movies.com,Rotten,C,10/18/2006,
m/10007714-situation,Ronnie Scheib,TRUE,Variety,Rotten,,10/31/2006,[The] film is undeniably topical but the lack of emotional investment in its characters renders it more intelligent than engaging.
m/10007714-situation,Harvey S. Karten,FALSE,Compuserve,Rotten,,1/2/2007,"Had traces of human feeling, but [it's] mostly didactic."
m/10007714-situation,Jules Brenner,FALSE,Cinema Signals,Rotten,2.5/5,1/13/2007,"Having served my duty by pointing out the main failures of the film, it's equally obligatory to say that by film's end you have a better understanding of the opposing interests that are deconstructing Iraq than media coverage conveys."
m/10007714-situation,Michael Rechtshaffen,TRUE,Hollywood Reporter,Rotten,,1/16/2007,"Part war drama, part political thriller, part romance -- and wholly uninvolving."
m/10007714-situation,Emanuel Levy,FALSE,EmanuelLevy.Com,Rotten,C-,1/17/2007,"Though timely and relevant, Haas' war film, centering on American journalist (Connie Nielsen) investigating the death of a community figure, is a series of misfires (particularly the script) and blown opportunities"
m/10007714-situation,Nick Schager,FALSE,Slant Magazine,Rotten,4-Feb,1/23/2007,Tackles its topical subject with lurching focus and plenty of from-the-mouths-of-mouthpieces didacticism.
m/10007714-situation,Andrew Sarris,TRUE,Observer,Rotten,,1/25/2007,... an inevitably dated contemplation of the complexities of the American occupation of Iraq ...
m/10007714-situation,Donald J. Levit,FALSE,ReelTalk Movie Reviews,Fresh,,1/27/2007,"Using handheld cameras throughout, 'The Situation' draws the eye down into the human pieces that will one day make up history-book summaries."
m/10007714-situation,David Edelstein,TRUE,New York Magazine/Vulture,Rotten,,1/30/2007,"The Situation is, to put it kindly, a spotty piece of work."
m/10007714-situation,Anthony Lane,TRUE,New Yorker,Rotten,,1/30/2007,Awkward and half-digested.
m/10007714-situation,J. Hoberman,TRUE,Village Voice,Fresh,,1/30/2007,"Philip Haas's deftly paced, well-written, and brilliantly infuriating Iraq War thriller is not only the strongest of recent geopolitical hotspot flicks but one that has been designed for maximal agitation."
m/10007714-situation,Lisa Schwarzbaum,TRUE,Entertainment Weekly,Rotten,C+,1/31/2007,"An overstuffed, unengaging drama."
m/10007714-situation,Andrew O'Hehir,TRUE,Salon.com,Fresh,,2/1/2007,"Haas here imagines Iraq as the sun-bleached setting for an especially bleak film noir, in which love is treacherous, good intentions lead you-know-where and the line between good and evil is always shifting."
m/10007714-situation,Gene Seymour,TRUE,Newsday,Fresh,4-Mar,2/1/2007,Audiences expecting this film to wring any kind of order from the ongoing chaos may find that The Situation merely reflects this 'situation's' rat's-nest confusion and seeming hopelessness.
m/10007714-situation,Joe Morgenstern,TRUE,Wall Street Journal,Rotten,,2/2/2007,"The situation in The Situation is grimly photogenic, yet persistently opaque."
m/10007714-situation,Ken Fox,FALSE,TV Guide,Fresh,4-Mar,2/2/2007,"While not easy to watch, and at times even harder to follow, Haas' film is an important attempt to accurately capture the confusing reality of contemporary Iraq."
m/10007714-situation,Kyle Smith,TRUE,New York Post,Rotten,4-Feb,2/2/2007,"The narrative has no direction. There is no central problem to be resolved, no goal to be reached."
m/10007714-situation,Tim Cogshell,FALSE,Boxoffice Magazine,Rotten,5-Feb,2/2/2007,The gravitas that director Philip Haas and writer Wendell Steavenson would like to bring to bear in this smallish war thriller is simply not an achievable goal.
m/10007714-situation,Jack Mathews,TRUE,New York Daily News,Fresh,4-Mar,2/2/2007,A powerful story about a frustrated American journalist risking her life to develop sources among Iraqi citizens who themselves are risking their lives to talk to her.
m/10007714-situation,Noel Murray,TRUE,AV Club,Rotten,D+,2/2/2007,"[The Situation] plays like one long monologue, spread between a dozen characters."
m/10007714-situation,Manohla Dargis,TRUE,New York Times,Rotten,1.5/5,2/2/2007,"Set in wartime Iraq, The Situation is exploitation cinema of the most narcoleptic kind."
m/10007714-situation,Ted Murphy,FALSE,Murphy's Movie Reviews,Fresh,B-,2/2/2007,"The Situation is by no means a perfect movie, but it does tackle difficult issues and makes clear that there are no easy answers."
m/10007714-situation,Doris Toumarkine,FALSE,Film Journal International,Fresh,,2/2/2007,A beautifully written and realized behind-the-scenes story aiming to make some sense of all the violence and chaos in Iraq today.
m/10007714-situation,Kent Turner,FALSE,Film-Forward.com,Rotten,5-Feb,2/2/2007,"The Situation never fails to be illustrative, like in straight reporting, but at the expense of catharsis."
m/10007714-situation,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,2.7/5,2/3/2007,The message is quite clear: We should withdraw our troops and let the Iraqis kill each other off.
m/10007714-situation,Ron Wilkinson,FALSE,Monsters and Critics,Rotten,10-Jun,2/3/2007,The super-accurate reportage may be lost when combined with the war-flick plot. Fact and fiction have different audiences.
m/10007714-situation,Lisa Rose,TRUE,Newark Star-Ledger,Rotten,4-Feb,2/7/2007,"It fails to strike an emotional chord, however, with a meandering narrative and heroes who spout rhetoric like pundits."
m/10007714-situation,Kenneth Turan,TRUE,Los Angeles Times,Rotten,5-Feb,2/8/2007,"The Situation is promoting itself as the first American dramatic feature film to deal with the occupation of Iraq. While that may be true, it turns out not to matter that much."
m/10007714-situation,Desson Thomson,TRUE,Washington Post,Rotten,,2/8/2007,"The film would have made a serviceable drama, perhaps, if [writer] Steavenson and [director] Haas weren't so inured to trite utterances."
m/10007714-situation,Ella Taylor,FALSE,L.A. Weekly,Rotten,,2/8/2007,"As ambitious in scope as it is interpretively timid, The Situation delivers the requisite incendiary climax, but collapses in on itself with daft speeches about the elusiveness of truth in something called 'the fourth dimension of time.'"
m/10007714-situation,Bob Strauss,FALSE,Los Angeles Daily News,Rotten,,2/9/2007,"It's [Wendell Steavenson] first screenplay, and it shows; while not the movie's only problem, the script is a big one, made up as it is primarily of dialogue that isn't just expository, but clunkily explanatory."
m/10007714-situation,Andy Klein,FALSE,Los Angeles CityBeat,Rotten,,2/11/2007,"His heart is in the right place, and our current situation cries out for a film like this %u2026 like this, but much better made."
m/10007714-situation,Richard Roeper,TRUE,Ebert & Roeper,Fresh,,2/20/2007,The Situation does an admirable job of guiding us through an almost hopeless quagmire.
m/10007714-situation,Michelle Orange,FALSE,Reeler,Rotten,,2/21/2007,"You want better for this film, but the discomfort it causes is not a matter of it being too soon for the audience, but rather, it seems, for the filmmakers."
m/10007714-situation,Cynthia Fuchs,FALSE,PopMatters,Fresh,,2/24/2007,"Even as it makes a mucky melodrama out of the war in Iraq, this effect does not seem entirely inappropriate, as it accommodates a U.S. perspective of its own actions."
m/10007714-situation,Bill Stamets,TRUE,Chicago Sun-Times,Fresh,4-Mar,3/2/2007,"A gripping briefing on the post-Saddam morass of Iraq. The tactical calculus used by sheiks, insurgents, CIA operatives, soldiers, and civilians is ugly, but it's not inscrutable."
m/10007714-situation,Eleanor Ringel Cater,TRUE,Atlanta Journal-Constitution,Rotten,C-,3/8/2007,"There are a half dozen people in colorful supporting roles all of whom have their own truths. And all of whom are far more interesting, as characters and actors, than [Connie Nielsen]."
m/10007714-situation,Ruthe Stein,TRUE,San Francisco Chronicle,Fresh,4-Mar,3/30/2007,"The Situation' is bound to stir up controversy because of the way Americans are portrayed, and anything that gets people talking and thinking is for the good. It brings the war home, where our soldiers should be."
m/10007714-situation,Mary F. Pols,FALSE,Contra Costa Times,Fresh,2.5/4,3/30/2007,"It's a credit to the material and the basic plot that even as you're groaning over a clunky speech explaining it all, you're completely focused on what the situation in Iraq actually is."
m/10007714-situation,Andrea Gronvall,TRUE,Chicago Reader,Rotten,,3/30/2007,"[Haas'] attempt to convey the tangled relations between sheikhs and insurgents, occupiers and civilians is undercut by Wendell Steavenson's mightily overwritten screenplay."
m/10007714-situation,Andrea Chase,FALSE,Killer Movie Reviews,Fresh,5-Apr,3/30/2007,"Bringing the chaos down to very human terms redefines the paradigm for thinking about the occupation, and makes this a film that is more than a mere exercise in action/adventure"
m/10007714-situation,Sandy MacDonald,TRUE,Boston Globe,Rotten,4-Feb,4/13/2007,The concept is strong and expertly fleshed out; it's just a pity that Hollywood tropes are allowed to invade.
m/10007714-situation,John Monaghan,TRUE,Detroit Free Press,Fresh,4-Mar,4/13/2007,Beneath the melodrama is an insider's account of the seemingly inconsequential details often edited out of dispatches from the front.
m/10007714-situation,Tom Long,TRUE,Detroit News,Fresh,B,4/13/2007,"The essential message in this strongly felt film comes clear: 'It's Iraq.' It used to be bad, but now it's worse. And anyone in his right mind, including Iraqis, wants to get out."
m/10007714-situation,Jeff Vice,FALSE,Deseret News (Salt Lake City),Rotten,4-Feb,4/27/2007,"A pretty lousy movie in general, though it's the film's somewhat accusatory Iraq War subject matter that's getting it some attention -- deserved or not -- that makes the whole thing a little distasteful."
m/10007714-situation,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Rotten,2.5/5,7/9/2007,"I don't think this movie sheds any new light on 'the situation', but it could have, and it's a shame that it didn't."
m/10007714-situation,Dorothy Woodend,FALSE,The Tyee (British Columbia),Rotten,,8/23/2017,"The film takes place in current day Iraq (although it was primarily filmed in Morocco) and it makes everybody out to be pathetic. And while this is a major problem, it is not even the film's greatest flaw."
m/10007821-snow_blind,Neil Genzlinger,TRUE,New York Times,Rotten,5-Feb,12/8/2006,"Snow Blind calls itself a documentary, but it never stops feeling like the in-house channel on a ski-lodge television."
m/10007821-snow_blind,Jack Mathews,TRUE,New York Daily News,Rotten,4-Feb,12/8/2006,"Though some of the action cinematography is stunning, and practicing snowboarders will love the sense of camaraderie established, it's not riveting entertainment for the rest of us."
m/10007821-snow_blind,Sam Adams,TRUE,Los Angeles Times,Rotten,2.5/5,12/8/2006,"It's understandable that Scott wants to highlight snowboarding's diversity, but perhaps a winter-sports documentary shouldn't try to cover the waterfront."
m/10007821-snow_blind,Ernest Hardy,FALSE,L.A. Weekly,Fresh,,12/8/2006,"Where Snow Blind dazzles is in its generous serving of performance footage: Watching the devoted soar through the air, flipping and spinning with near-balletic skill, takes your breath away."
m/10007821-snow_blind,Frank Scheck,TRUE,Hollywood Reporter,Rotten,,12/11/2006,"Christopher J. Scott's film chronicling the rise of one of the world's fastest-growing sport is best geared to fans, presenting those of us with merely a casual interest with far too much information and repetitive footage of snowboarders in action."
m/10007856-four_sheets_to_the_wind,Zack Haddad,FALSE,Film Threat,Fresh,3.5/5,1/25/2007,A film with some wonderfuly oddball comedy while also being a very heart-felt statement about expanding on the person you are and finding your true voice.
m/10007856-four_sheets_to_the_wind,Duane Byrge,TRUE,Hollywood Reporter,Fresh,,1/25/2007,An uplifting yarn as a young American Indian ventures from the reservation.
m/10007856-four_sheets_to_the_wind,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,B,1/27/2007,"Harjo's likable Native American fable is very much in the tradition of Smoke Signals, except that the equally sentimental narrative centers on a siblings relationsip rather than father-son medlodrama."
m/10007856-four_sheets_to_the_wind,Dennis Harvey,TRUE,Variety,Fresh,,1/31/2007,"Like its shy hero, Four Sheets to the Wind is so low-key it risks making little impression -- until you realize it (and he) has stealthily won viewer sympathy and affection."
m/10007856-four_sheets_to_the_wind,Kim Voynar,FALSE,Cinematical,Fresh,3.5/5,2/1/2007,"A lovely tale about communication, family, forgiveness, and 'something resembling love,' told through the story of a Native American family in small-town Oklahoma."
m/10007856-four_sheets_to_the_wind,,FALSE,Film Threat,Fresh,3.5/5,2/10/2007,
m/10007856-four_sheets_to_the_wind,Don Willmott,FALSE,Filmcritic.com,Fresh,3.5/5,1/13/2008,this is what DVD players are for
m/10007886-the_tigers_tail,,FALSE,National Post,Rotten,4-Feb,9/26/2006,
m/10007886-the_tigers_tail,James Wegg,FALSE,JWR,Rotten,5-Feb,2/10/2007,"John Boorman's self-indulgent ""moral fable"" has promise ..., but like the dueling entrepreneurs who populate one strand of the narrative, delivers more sizzle than steak."
m/10007886-the_tigers_tail,Anna Smith,FALSE,Empire Magazine,Rotten,5-Feb,4/27/2007,"Any potential in Boorman's sinister parable is frittered away with awkward dialogue, shallow characters and failed attempts at comedy. A curiosity at best."
m/10007886-the_tigers_tail,Rich Cline,FALSE,Shadows on the Wall,Rotten,5-Feb,5/10/2007,"Despite Boorman's subtle, suggestive direction and a nice central performance from Gleeson, this low-key thriller never quite works."
m/10007886-the_tigers_tail,Anthony Quinn,TRUE,Independent (UK),Rotten,5-Feb,6/8/2007,"John Boorman's tale of doppelgngers in Dublin would like very much to spook us, but keeps tripping over its loose script and bizarre plot lines."
